caption_text;media_id;link
"Pemerintah Kabupaten Gresik terus berkomitmen meningkatkan layanan publik dengan memanfaatkan teknologi terkini. Kali ini platform Jaringan Dokumentasi dan Informasi Hukum (JDIH) Gresik pertama kali di Indonesia yang memanfaatkan teknologi kecerdasan buatan/Artificial Intelligence (AI).

Inovasi ini, berangkat dari permasalahan yang kerap muncul di masyarakat dalam kaitannya dengan produk-produk hukum. Sudah bukan rahasia jika produk-produk hukum kerap menjadi momok lantaran dianggap rumit. Karenanya, langkah Pemkab Gresik melalui Bagian Hukum Sekretariat Daerah Kabupaten Gresik ini diharapkan bisa memudahkan masyarakat dalam mengakses dan memahami produk hukum yang dikeluarkan oleh Pemkab Gresik.

Dengan teknologi AI yang diterapkan pada JDIH Gresik, masyarakat kini dapat melakukan pencarian produk hukum dengan lebih mudah dan efisien. Sistem AI yang canggih tersebut mampu memahami konteks pencarian dan memberikan hasil yang relevan dalam waktu singkat.

Muhammad Rum Pramudya Kepala Bagian Hukum Pemerintah Kabupaten Gresik, Rabu (26/6/2024) mengatakan, hal ini akan sangat membantu masyarakat, akademisi, dan praktisi hukum yang memerlukan akses cepat dan akurat terhadap peraturan daerah, keputusan, dan dokumen hukum dari Pemerintah Kabupaten Gresik.

“Ke depan akan kita kembangkan fitur AI dengan basis whatsapp. Kita gunakan kanal whatsapp sudah sangat lazim digunakan masyarakat,” tegasnya.

Tidak hanya itu, Pemkab Gresik juga telah melengkapi website JDIH Kabupaten Gresik dengan fitur chatbot AI. Fitur ini memungkinkan pengguna untuk berinteraksi langsung dan mendapatkan informasi seputar produk hukum melalui percakapan dengan chatbot.

Inovasi lainnya yang dihadirkan oleh Pemkab Gresik adalah pemanfaatan AI untuk pembuatan abstrak dokumen hukum. Fitur ini memungkinkan pembuatan ringkasan otomatis dari dokumen hukum yang panjang, sehingga pengguna dapat memahami inti dari dokumen tersebut dengan cepat dan efisien. Abstrak yang dihasilkan oleh AI ini disusun dengan akurat dan relevan, sehingga mempermudah proses pemahaman dan analisis bagi para pengguna.";3398954170219036477;https://www.instagram.com/p/C8rgs8zvP89/
"Yuk ajak bestie mu ke Disney Pixar Carnival di @pakuwoncitymall mulai 20 Juni - 21 Juli 2024.

Kunjungi booth Honda N7X dan Honda City Hatchback RS dan dapatkan Triple Bonus, Paket Kredit Ringan dan penawaran menarik lainnya selama acara berlangsung.

See ya!!!!

Cek Link di bio @hondasbycenter untuk info lebih lanjut
#honda #hondaid #hondasbycenter #disneypixarcarnival #pakuwoncitymall #ADV";3398921984288504222;https://www.instagram.com/p/C8rZYlUyDme/
"Pemerintah Kota (Pemkot) Surabaya akan menggelar soft opening Kota Lama Surabaya, Kamis (27/6/2024) besok dengan mengujicobakan 25 becak listrik.

Eri Cahyadi Wali Kota Surabaya menyebut, soft opening dilakukan untuk mengecek antusias wisatawan yang sering berburu senja di Kota Lama setiap sore.

Sekaligus memastikan semua akomodasi wisata di sana, berfungsi dengan baik sebelum Budi Arie Setiadi Menteri Komunikasi dan Informatika (Menkominfo) hadir 2 Juli 2024 mendatang.

“Soft opening kita lakukan tanggal 27 besok, jadi sebelum launching beneran itu, saya harus memastikan, bahwa mobilnya ini sudah benar atau tidak, sepedanya, rutenya, ada kendala gak, ada masukan gak,“ bebernya, Rabu (26/6/2024).

Seperti pernyataannya sebelumnya, ada 25 becak listrik dari Kemenkominfo diberikan untuk Wisata Kota Lama Surabaya, besok ikut diujicoba.

“Sudah datang (becak listriknya). Nanti kan (saat grand opening) ada bidang konsul-konsul dinaikkan becak listrik itu. Mangkanya diujicoba dulu,” imbuhnya.

Soft opening akan digelar mulai pukul 17.00 WIB besok. Akan ada penandatanganan prasasti sebagai tanda Kota Lama diresmikan.

“Karena ternyata di Kota Lama banyak orang melihat senja. Saya baru tahu, mangkanya saya soft opening dulu, aku pengen ngerti seberapa orang yang melihat senja itu,” tandasnya.

Diketahui, rencana peresmian ini seharusnya digelar 23 Juni kemarin tapi mundur karena Menkominfo terkonfirmasi hadir. 

Simak selengkapnya di suarasurabaya.net, atau download aplikasi Suara Surabaya Mobile di App Store dan Google Play.

#newSS #beritaterbaru #newsupdate #suarasurabaya #suarasurabayamedia #radiosuarasurabaya #trendingtopic #news #info #beritaterkini";3398894191210399561;https://www.instagram.com/p/C8rTEJAPAdJ/
"Kekhawatiran dan dilema akan masa depan sering terjadi di masa remaja.
Salah satu langkah yang harus diperhatikan adalah pemilihan ruang dalam mengemban pendidikan.

TRIMURTI SENIOR HIGH SCHOOL MERUPAKAN RUANG YANG TEPAT✨

TRIMURTI Senior High School bisa memahami segala keunikan dari minat dan bakat yang dimiliki setiap siswa.

Kamu bisa menjalani pembelajaran dengan berbagai program unggulan, dilengkapi dengan ;
📚Metode inovatif
📒Modul revolusioner yang segar dan interaktif
🎙Fasilitas modern

__
BERGABUNGLAH MENJADI TRIMURTIANS!🙋🏻‍♀️🙋🏻‍♂️
Penerimaan Peserta Didik Baru Gelombang 3 (PPDB 2024/2025)
✨Diskon 30% untuk Biaya Gedung✨

❗️Information & Registration❗️
💻fresto.xyz/ppd_smatrimurti
📞0821 1551 1662
📞0815 5388 3332
🏫 KUNJUNGI SEKOLAH 
🕖07.00 - 15.00

Mari kembangkan potensi diri dan ikuti perjalanan pendidikanmu menuju masa depan cerah bersama TRIMURTI Senior High School✨✨

#inovasipendidikan #ppdb2024 #fasilitasmodern #metodeinovatif #modul #pendidikanberkualitas #TRIMURTISeniorHighSchool #surabaya #smajatim #adv";3398832483837558134;https://www.instagram.com/p/C8rFCLiMj12/
"Sherlita Ratna Dewi Agustin Kepala Dinas Komunikasi dan Informatika (Kadiskominfo) Provinsi Jawa Timur (Jatim) menyoroti pelaku judi online yang banyak diperankan oleh anak di rentang usia 10 tahun.

Rentang pelaku usia anak di bawah umur itu tidak hanya berada di Provinsi Jatim saja. Sherlita menyebut, data itu menyebar di beberapa wilayah secara nasional.

“Rentan umur 0-10 tahun 80 ribu anak yang terlibat judi online. Terus 10-20 tahun itu 440 ribu. Itu yang menjadi kekhawatiran kita semua tidak hanya di Jawa Timur. Tapi itu nasional ya,” ujar Sherlita di Surabaya, Rabu (26/6/2024).

Untuk itu, Sherlita menyatakan upaya untuk memberantas praktik judi online di Jatim terus digencarkan. Salah satunya dengan pembentukan Tim Satgas Pemberantasan Judi Online.

Tim Satgas itu terdiri dari Diskominfo Provinsi Jatim dan Tim Siber Polda Jawa Timur. Satgas provinsi itu nantinya akan berkoordinasi dengan Kementerian Komunikasi dan Informatika (Kemenkominfo) untuk mekanisme kerjanya.

“Di Indonesia sudah ada satgas judi online. Artinya kami menjadi bagian dari penanganan judi online,” jelasnya.

Untuk itu pihaknya terus berkoordinasi dengan Polda Jatim dan Kemenkominfo untuk meghentikan potensi penambahan transaksi uang judi online, terutama di Jatim yang meilibatkan anak di bawah umur.

“Yang lebih memprihatinkan adalah hampir 80 persen judi online itu nilainya di bawah Rp100 ribu ke bawah. Jadi Rp100 ribu tapi sering. Kami melalui BSSN (Badan Siber dan Sandi Negara), Kemenkominfo, bersama-sama mengatasi judi online. Tapi tetap mengambil kebijakan dari satgas,” ungkap Sherlita.

Simak selengkapnya di suarasurabaya.net, atau download aplikasi Suara Surabaya Mobile di App Store dan Google Play.

#newSS #beritaterbaru #newsupdate #suarasurabaya #suarasurabayamedia #radiosuarasurabaya #trendingtopic #news #info #beritaterkini";3398819287694030371;https://www.instagram.com/p/C8rCCJqv7Yj/
"Selalu berikan kesan dan memori di semua event anda dengan photobooth dari @printbooth_id

#photobooth #photoboothsurabayamurah
#photoboothsbymurah
#photocornersby #photocornersurabaya
#photoboxsurabaya #photoboxsby
#glambotindonesia #glambotbali #glambotjakarta
#glambotsurabaya #videobooth #photoboothglam
#mirrorphotobooth #photoboothbali
#photoboothsurabaya #spin360bali #spin360sby
#spin360surabaya #photo360sby
#photo360surabaya #photobooth360sby #adv";3398802710795933102;https://www.instagram.com/p/C8q-Q7OoFWu/
"AKP M. Saifudin Kanit PJR Jatim 6 mengungkapkan penyebab truk tangki Pertamina terbakar di KM 580 jalur B ruas Tol Madiun-Ngawi, Selasa (25/6/2024) petang sekira pukul 18.45 WIB.
Truk tangki BBM dengan Nopol N 9731 UF tersebut dikemudikan Sugeng (43) warga Ponorogo, Jawa Timur.

Saifudin menjelaskan, kebakaran bermula dari truk yang melaju dari arah timur ke barat. Ketika melintas di TKP KM 580 jalur B ruas Tol Madiun-Ngawi, ada percikan api di kampas rem kendaraan besar itu.
#suarasurabaya #suarasurabayamedia #kebakaran #peristiwa #pertamina #TrukTangki #TolMadiunNgawi";3398799639501329140;https://www.instagram.com/p/C8q9kO3M9L0/
"Adhy Karyono Penjabat (Pj) Gubernur Jawa Timur membentuk satuan tugas (satgas) untuk memberantas judi online yang nilai transaksinya mencapai lebih dari Rp1 triliun.

Satgas judi online itu terdiri dari Dinas Dinas Komunikasi dan Informatika (Diskominfo) Provinsi Jatim, dan Polda Jatim. Kedua instansi itu akan berkoordinasi dengan Kementerian Komunikasi dan Informatika (Kemenkominfo).

“Dinas Kominfo sudah kami tugaskan untuk koordinasi dengan Kominfo pusat dan Reskrim,” ujar Adhy ketika ditemui di Surabaya, Rabu (26/6/2024).

Pembentukan Satgas Judol di Jatim itu merespons paparan data Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) yang menyatakan ada 135.227 pemain judi online di Jatim.

Data yang dipaparkan PPATK, perputaran uang dari permainan judi online di Jatim mencapai angka fantastis, senilai Rp1,015 triliun.

Transaksi uang judi online senilai Rp1 triliun lebih itu menempatkan Provinsi Jatim menjadi wilayah terbanyak keempat.

Pj Gubernur Jatim menyatakan, kini pihaknya sedang intens berkoordinasi dengan Kemenkominfo untuk langkah pemberantasan selanjutnya.

“Kan yang menginisiasi dari Kominfo pusat, kami tunggu mereka yang menentukan, kalau kami kan berkolaborasi apa action-nya nanti untuk itu (memberantas judi online),”ucapnya.

Adhy menegaskan, Pemprov Jatim berkomitmen penuh memberantas praktik judi online.

“Satgas sudah terbentuk, tinggal implementasinya. Kan kami tunggu daftarnya (pelaku judi online),” tandasnya.

#judionline #ppatk #AdhyKaryono #suarasurabaya";3398798205209382645;https://www.instagram.com/p/C8q9PXEvY71/
"Jumlah Warga Palestina yang meninggal dunia akibat serangan Israel di Jalur Gaza bertambah. Total sementara menjadi 37.658 orang.

Jumlah tersebut berdasarkan data dari otoritas kesehatan daerah setempat pada Selasa (25/6/2024).

Dilansir dari Antara, Rabu (26/6/2024), dalam kurun waktu 24 jam, serangan Militer Israel menewaskan 32 warga Palestina dan menyebabkan 139 orang lainnya luka-luka.

Kejadian itu menyebabkan total korban luka saat ini menjadi 86.237 orang sejak konflik Palestina-Israel meletus pada Oktober 2023, papar otoritas kesehatan yang dikelola Hamas dalam sebuah pernyataan.

Otoritas kesehatan itu menyampaikan dalam sebuah pernyataan pers tentang kelangkaan obat dan pasokan medis yang esensial bagi kelanjutan layanan mereka.

Pernyataan tersebut menyerukan supaya lembaga-lembaga internasional segera turun tangan dan menyediakan stok obat-obatan serta pasokan medis yang dibutuhkan untuk menyelamatkan nyawa pasien dan korban luka.

Sementara itu, dalam sebuah pernyataan terpisah, Hamas menuding Pemerintah Israel terus melanggar semua hukum internasional, adat istiadat, dan nilai-nilai kemanusiaan dengan secara sengaja menargetkan warga sipil yang tidak bersalah, dan melakukan pembantaian paling mengerikan.

Hamas menyebut Pemerintah Amerika Serikat bertanggung jawab atas apa yang kelompok itu gambarkan sebagai perang genosida di Jalur Gaza dengan memberikan dukungan politik dan militer kepada Israel, yang memungkinkan Israel untuk melanjutkan misi penghancuran dan pemusnahannya di Jalur Gaza.

Israel melancarkan serangan skala besar terhadap Hamas di Jalur Gaza sebagai balasan atas serangan Hamas di perbatasan Israel selatan pada 7 Oktober 2023, yang mengakibatkan kurang lebih 1.200 orang tewas dan sekitar 250 orang lainnya disandera.

#palestina #gaza #suarasurabaya";3398797624289844402;https://www.instagram.com/p/C8q9G6DPNyy/
"Indonesia memasang target juara umum dalam gelaran ASEAN University Games (AUG) 2024 yang diselenggarakan di Surabaya dan Malang, Jawa Timur, 25 Juni sampai 6 Juli 2024.

Hal itu diungkapkan Dito Ariotedjo Menteri Pemuda dan Olahraga (Menpora) RI sesudah membuka gelaran AUG 2024 di International Basketball Arena, Universitas Negeri Surabaya (Unesa), Lidah Wetan, Selasa (25/6/2024) malam.

“Perhelatan ASEAN University Games ini semua negara Asean ini ikut. Kami sampaikan, Indonesia targetnya juara umum,” katanya.

Dito mengatakan, banyak atlet dari kalangan mahasiswa Indonesia yang memiliki potensi besar. Oleh karena itu, dia berharap dengan adanya kesempatan AUG 2024, para atlet bisa meningkatkan kemampuan dan mengukir prestasi.

“Indonesia sekarang harus juara satu, karena kemarin waktu ASEAN pelajar di Vietnam juara dua,” katanya.

Dalam kesempatan itu, Menpora juga menekankan kepada para atlet agar selama pertandingan berlangsung mengedepankan sportivitas.

“Semoga ini juga bisa menjadi penyambung persaudaraan antarnegara, dan bisa menjadi hubungan yang bagus dari game ini, dan semua bisa menjadi kemajuan Asia Tenggara,” bebernya.

Sementara itu, Adhy Karyono PJ Gubernur Jatim mengatakan, Jatim yang dipilih sebagai tuan rumah AUG 2024 akan menyukseskan gelaran pekan olahraga mahasiswa antarnegara tersebut sampai akhir acara.

“Semoga sukses juga jadi juaranya. Kami dari Pemprov Jatim sangat mendukung semua proses penyelenggaraan. Ini juga kesempatan untuk mengasah potensi kami,” katanya. 

#ASEANUniversityGames #AUG2024 #Unesa #suarasurabaya";3398797076404844911;https://www.instagram.com/p/C8q8-7yvzlv/
"Sudah siap menyambut HUT Kemerdekaan ke-79 RI?

Istana Kepresidenan pada Senin (24/6/2024) sore, meluncurkan logo dan tema resmi Hari Ulang Tahun (HUT) ke-79 Kemerdekaan Indonesia yang dirayakan tanggal 17 Agustus mendatang. Desain logo HUT ke-79 RI berupa angka 7 dan 9 berwarna merah. Sedangkan temanya adalah Nusantara Baru Indonesia Maju

Gimana menurut kalian tentang logo dan tema HUT RI tahun ini? Share pendapat kalian di kolom komentar

#Suarasurabaya #Suarasurabayamedia #HUT #RI #Kemerdekaan #Infografiss";3398760612031747699;https://www.instagram.com/p/C8q0sTsvdZz/
"Korupsi yang dilakukan Max Ruland Boseke eks Sekretaris Utama Basarnas terkait pengadaan truk angkut personal 4WD dan carrier rescue vehicle tahun 2014, dengan nilai pengadaan Rp96,3 Miliar.

Max selaku Kuasa Pengguna Anggaran diduga memberikan daftar calon pemenang lelang kepada Anjar Sulistiyono eks Kasubdit Pengawakan dan Perbekalan Direktorat Sarana dan Prasarana Badan SAR dan Tim Pokja Pengadaan Basarnas. Diduga, sebelum lelang dilakukan sudah ada pemenang yang akan dikondisikan

Dalam kasus ini, KPK menetapkan tiga orang sebagai tersangka, yaitu Max, Anjar, dan William Widarta Direktur CV Delima Mandiri

KPK menyebut, perbuatan para tersangka ini mengakibatkan kerugian keuangan negara sebesar Rp 20,4 miliar.

#Suarasurabaya #Suarasurabayamedia #KPK #Korupsi #Basarnas #IkanHias";3398750173926978325;https://www.instagram.com/p/C8qyUadNvMV/
